ensembl_id	gene_name	chr	start	end	score	strand	frame	gene_type	transcript_id.s.	GC1|expected_count	GC2|expected_count	GC3|expected_count	MG1|expected_count	MG2|expected_count	MG3|expected_count	GC1|TPM	GC2|TPM	GC3|TPM	MG1|TPM	MG2|TPM	MG3|TPM	GC1|FPKM	GC2|FPKM	GC3|FPKM	MG1|FPKM	MG2|FPKM	MG3|FPKM
ENSMUSG00000005980.15	Dnase1	chr16	4036942	4040024	.	+	.	protein_coding	ENSMUST00000006136.10,ENSMUST00000120009.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005981.11	Trap1	chr16	4039971	4077827	.	-	.	protein_coding	ENSMUST00000006137.8	398	336	386	475	583	580	14.13	11.66	11.84	24.05	25.93	25.93	29.2	23.23	26.89	33.79	38.43	34.34
ENSMUSG00000005982.13	Naa60	chr16	3872375	3904780	.	+	.	protein_coding	ENSMUST00000150655.2,ENSMUST00000175809.7,ENSMUST00000176224.7,ENSMUST00000176625.7,ENSMUST00000186375.6	173	394	174.01	147	192	189	6.6	13.69	12.16	8.95	8.7	9.14	13.65	27.27	27.62	12.58	12.89	12.1
ENSMUSG00000005983.15	1700037C18Rik	chr16	3895179	3908689	.	-	.	protein_coding	ENSMUST00000115859.7,ENSMUST00000177323.7	11	3	9	11	21	37	0.52	0.21	0.24	0.91	2.1	2.34	1.08	0.42	0.56	1.28	3.11	3.1
ENSMUSG00000005986.15	Ankrd13d	chr19	4270180	4283137	.	-	.	protein_coding	ENSMUST00000056888.12,ENSMUST00000167215.1	16	5	0	6	1	3	0.62	0.87	0	0.33	0.05	0.15	1.28	1.74	0	0.47	0.07	0.19
ENSMUSG00000005994.14	Tyrp1	chr4	80834123	80851719	.	+	.	protein_coding	ENSMUST00000006151.12,ENSMUST00000102831.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006005.18	Tpr	chr1	150392838	150449935	.	+	.	protein_coding	ENSMUST00000119161.8,ENSMUST00000124973.8	734	683	783	814	480	1219	7.58	6.85	6.99	12.07	6.26	15.95	15.66	13.65	15.87	16.96	9.28	21.12
ENSMUSG00000006007.14	Pdc	chr1	150319417	150333906	.	+	.	protein_coding	ENSMUST00000165062.7,ENSMUST00000185698.1,ENSMUST00000191228.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006010.14	Odr4	chr1	150361305	150393080	.	-	.	protein_coding	ENSMUST00000006167.12,ENSMUST00000097546.8,ENSMUST00000097547.9,ENSMUST00000111913.8	157	226	143	109	126	178	4.11	5.86	3.41	4.49	3.93	5.72	8.49	11.69	7.75	6.31	5.83	7.58
ENSMUSG00000006014.16	Prg4	chr1	150449412	150466165	.	-	.	protein_coding	ENSMUST00000006171.15,ENSMUST00000111901.8,ENSMUST00000111902.8,ENSMUST00000161611.7,ENSMUST00000162367.7,ENSMUST00000164600.7	370	5182	1174	798	950	525	13.92	171.99	36.64	36.71	41.81	23.03	28.78	342.74	83.22	51.57	61.97	30.49
ENSMUSG00000006019.15	Dhx34	chr7	16197147	16222037	.	-	.	protein_coding	ENSMUST00000094816.2,ENSMUST00000118795.7,ENSMUST00000119102.7,ENSMUST00000121123.7,ENSMUST00000163968.7	105	171	67	62	79	83	2.12	3.48	1.17	1.83	2.07	2.17	4.37	6.93	2.66	2.57	3.07	2.87
ENSMUSG00000006021.5	Kptn	chr7	16119895	16127516	.	+	.	protein_coding	ENSMUST00000006178.4	29	41	30	12	36	24	1.53	2.12	1.37	0.9	2.37	1.59	3.17	4.22	3.11	1.27	3.51	2.11
ENSMUSG00000006024.13	Napa	chr7	16098458	16117975	.	+	.	protein_coding	ENSMUST00000006181.6	339	393	305	536	585	639	11	12.46	8.55	24.83	23.81	26.14	22.74	24.84	19.43	34.89	35.29	34.61
ENSMUSG00000006050.11	Sra1	chr18	36666681	36679366	.	-	.	protein_coding	ENSMUST00000001415.7,ENSMUST00000173875.7	232	240	211	177	213	264	8.52	8.62	6.52	9.23	9.72	11.93	17.61	17.18	14.81	12.97	14.4	15.8
ENSMUSG00000006056.13	Calcoco2	chr11	96099326	96111964	.	-	.	protein_coding	ENSMUST00000068686.12,ENSMUST00000097162.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006057.15	Atp5g1	chr11	96068852	96075670	.	-	.	protein_coding	ENSMUST00000090541.11,ENSMUST00000107684.1,ENSMUST00000107686.7,ENSMUST00000178611.7	1006	128	1125.16	1136.9	1680.55	1705.06	185.82	14.87	182.41	293.05	367.84	386.32	384.05	29.63	414.32	411.73	545.22	511.49
ENSMUSG00000006058.10	Snf8	chr11	96034885	96047430	.	+	.	protein_coding	ENSMUST00000006217.9,ENSMUST00000107700.3	77.46	41	68	68	106.5	70	7.61	4.4	5.59	9.1	12.79	8.32	15.72	8.77	12.69	12.79	18.96	11.01
ENSMUSG00000006095.12	Tbcb	chr7	30224131	30232272	.	-	.	protein_coding	ENSMUST00000006254.5	112	117	157	135	202	199	6.97	7.13	8.45	11.92	15.64	15.51	14.42	14.21	19.2	16.74	23.18	20.54
ENSMUSG00000006127.9	Inpp5k	chr11	75630988	75648871	.	+	.	protein_coding	ENSMUST00000006286.8	184	241	125	119	169	147	5.58	7.14	3.27	5.15	6.43	5.62	11.53	14.23	7.44	7.24	9.53	7.44
ENSMUSG00000006134.4	Crkl	chr16	17451987	17487434	.	+	.	protein_coding	ENSMUST00000006293.4,ENSMUST00000231629.1	291	289	269	348	441	391	4.71	6.12	3.59	9.01	8.6	7.65	9.73	12.2	8.16	12.67	12.74	10.14
ENSMUSG00000006143.12	Upk3bl	chr5	136054492	136064326	.	+	.	protein_coding	ENSMUST00000006303.10,ENSMUST00000111137.7	0	0	0	1	0	0	0	0	0	0.13	0	0	0	0	0	0.18	0	0
ENSMUSG00000006154.13	Eps8l1	chr7	4460674	4480487	.	+	.	protein_coding	ENSMUST00000086372.7,ENSMUST00000163893.7,ENSMUST00000171445.7	48	19	7	12	7	12	1.17	0.5	0.12	0.46	0.28	0.41	2.43	1	0.28	0.65	0.42	0.54
ENSMUSG00000006169.19	Clint1	chr11	45852051	45910625	.	+	.	protein_coding	ENSMUST00000109260.1,ENSMUST00000109261.9	325	573	427	361	465	362	7.84	13.47	8.87	12.43	14.07	11.01	16.21	26.84	20.15	17.47	20.86	14.57
ENSMUSG00000006179.9	Prss16	chr13	22002173	22009742	.	-	.	protein_coding	ENSMUST00000006341.3,ENSMUST00000150547.2	1	0	0	0	0	0	0.04	0	0	0	0	0	0.08	0	0	0	0	0
ENSMUSG00000006191.17	Cdkal1	chr13	29191746	29855674	.	-	.	protein_coding	ENSMUST00000006353.13,ENSMUST00000091674.11	116	137	98	157	127	187	3.62	4.14	2.62	6.94	4.94	7.31	7.48	8.26	5.95	9.75	7.31	9.67
ENSMUSG00000006200.3	Rhox6	chrX	37826910	37829857	.	+	.	protein_coding	ENSMUST00000006362.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006204.6	5430419D17Rik	chr7	131174402	131306451	.	+	.	protein_coding	ENSMUST00000050586.5,ENSMUST00000208921.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006205.13	Htra1	chr7	130936111	130985660	.	+	.	protein_coding	ENSMUST00000006367.7	345	1406	500	127	182	193	14.12	56.25	17.69	7.4	9.32	9.94	29.18	112.1	40.17	10.4	13.81	13.16
ENSMUSG00000006215.12	Zbtb17	chr4	141444654	141467930	.	+	.	protein_coding	ENSMUST00000006377.12	161	109	234	197	349	266	4.8	3.17	6.02	8.38	13.05	10	9.92	6.32	13.68	11.78	19.35	13.24
ENSMUSG00000006216.10	Clcnkb	chr4	141404353	141416014	.	-	.	protein_coding	ENSMUST00000006378.8,ENSMUST00000105788.1	0	0	0	10	4	5	0	0	0	0.49	0.17	0.22	0	0	0	0.69	0.26	0.29
ENSMUSG00000006218.4	Fam131c	chr4	141368220	141384175	.	+	.	protein_coding	ENSMUST00000006380.4	0	7	12	3	2	2	0	0.42	0.64	0.26	0.15	0.15	0	0.84	1.45	0.37	0.23	0.2
ENSMUSG00000006219.12	Fblim1	chr4	141576062	141606096	.	-	.	protein_coding	ENSMUST00000006381.10,ENSMUST00000105784.7,ENSMUST00000105785.8	81	23	26	24	48	35	2.14	0.59	0.59	0.91	1.57	1.15	4.43	1.19	1.33	1.28	2.32	1.52
ENSMUSG00000006221.7	Hspb7	chr4	141420779	141425311	.	+	.	protein_coding	ENSMUST00000102486.4	4026	59	6495	30209	30205	34645	117.76	1.69	164.12	1262.11	1109	1278.37	243.39	3.36	372.8	1773.24	1643.81	1692.58
ENSMUSG00000006235.6	Epor	chr9	21958897	21963506	.	-	.	protein_coding	ENSMUST00000006397.6	5	1	3	1	6	0	0.24	0.05	0.13	0.07	0.36	0	0.5	0.09	0.28	0.1	0.54	0
ENSMUSG00000006241.16	Ccdc159	chr9	21927471	21935872	.	+	.	protein_coding	ENSMUST00000006403.6,ENSMUST00000170304.8,ENSMUST00000216710.1	10	17	4	2	4	0	0.57	1.12	0.28	0.2	0.37	0	1.19	2.24	0.65	0.28	0.55	0
ENSMUSG00000006262.15	Mob1b	chr5	88720855	88764220	.	+	.	protein_coding	ENSMUST00000006424.7,ENSMUST00000113229.7	176	186	175	210	196	273	2.22	2.08	2.46	4.06	3.63	5.7	4.59	4.14	5.59	5.71	5.38	7.54
ENSMUSG00000006269.7	Atp6v1b1	chr6	83742990	83758855	.	+	.	protein_coding	ENSMUST00000006431.7,ENSMUST00000206911.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006270.7	Vax1	chr19	59166187	59170056	.	-	.	protein_coding	ENSMUST00000172821.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006273.14	Atp6v1b2	chr8	69088646	69113711	.	+	.	protein_coding	ENSMUST00000006435.7	318	301	275	863	1000	821	9.1	8.42	6.8	35.29	35.93	29.65	18.81	16.77	15.44	49.58	53.26	39.25
ENSMUSG00000006276.10	Eps15l1	chr8	72340999	72421460	.	-	.	protein_coding	ENSMUST00000163643.2,ENSMUST00000212121.1,ENSMUST00000212590.1	231	394	238	214	262	209	5.97	9.48	5.3	7.74	8.4	6.68	12.34	18.9	12.04	10.87	12.45	8.85
ENSMUSG00000006281.8	Tep1	chr14	50824059	50870560	.	-	.	protein_coding	ENSMUST00000006444.8	231	470	163	148	162	194	2.17	4.3	1.32	1.99	1.92	2.31	4.48	8.58	3	2.8	2.84	3.05
ENSMUSG00000006288.8	Ttc5	chr14	50765415	50785519	.	-	.	protein_coding	ENSMUST00000006451.7,ENSMUST00000226768.1	85.92	198	46	51	73	61	3.63	8.29	1.46	3.09	4.11	3.39	7.51	16.53	3.32	4.34	6.1	4.49
ENSMUSG00000006289.14	Osgep	chr14	50906478	50924893	.	-	.	protein_coding	ENSMUST00000159292.7,ENSMUST00000162177.7	111	94	81	120	120	156	4.48	4.45	4.84	9.9	8.68	11.06	9.25	8.86	10.98	13.9	12.87	14.64
ENSMUSG00000006299.13	Aamp	chr1	74279840	74284738	.	-	.	protein_coding	ENSMUST00000006462.13,ENSMUST00000178235.7	303	360	252	312	426	349	14.14	16.42	10.3	20.97	24.82	20.82	29.22	32.73	23.4	29.46	36.8	27.56
ENSMUSG00000006301.17	Tmbim1	chr1	74288247	74305622	.	-	.	protein_coding	ENSMUST00000016309.15,ENSMUST00000113796.7	445	794	475	655	881	749	10.81	19.56	11.95	27.51	35.2	30.06	22.35	38.98	27.15	38.65	52.18	39.8
ENSMUSG00000006304.14	Arpc2	chr1	74236084	74268209	.	+	.	protein_coding	ENSMUST00000006467.13,ENSMUST00000113819.1,ENSMUST00000113820.8	369	595	365	678	760.99	770	22.68	35.8	19.49	59.38	58.37	59.41	46.87	71.35	44.27	83.43	86.52	78.66
ENSMUSG00000006307.16	Kmt2b	chr7	30568858	30588726	.	-	.	protein_coding	ENSMUST00000006470.13,ENSMUST00000108154.8	438	525	458	305	357	367	3.96	4.64	3.58	3.96	4.08	4.21	8.19	9.24	8.13	5.56	6.04	5.57
ENSMUSG00000006310.10	Zbtb32	chr7	30589681	30598909	.	-	.	protein_coding	ENSMUST00000108150.1,ENSMUST00000108151.2	0	1	0	0	0	0	0	0.12	0	0	0	0	0	0.23	0	0	0	0
ENSMUSG00000006311.8	Etv2	chr7	30633616	30635852	.	-	.	protein_coding	ENSMUST00000108147.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006313.5	Upk1a	chr7	30603092	30612847	.	-	.	protein_coding	ENSMUST00000006476.5	0	0	0	0	4	7	0	0	0	0	0.31	0.54	0	0	0	0	0.46	0.72
ENSMUSG00000006315.9	Tmem147	chr7	30727701	30729540	.	-	.	protein_coding	ENSMUST00000006478.9,ENSMUST00000207296.1,ENSMUST00000208169.1,ENSMUST00000209065.1	165	92	197	190	347	261	20.67	11.72	19.9	31.83	50.44	37.83	42.72	23.35	45.2	44.71	74.76	50.09
ENSMUSG00000006333.14	Rps9	chr7	3703993	3706897	.	+	.	protein_coding	ENSMUST00000006496.14,ENSMUST00000108623.7,ENSMUST00000108624.7,ENSMUST00000108625.7,ENSMUST00000126562.7	1120.15	1487.74	975	1406.46	2057.74	1911.45	153.97	202.55	116.78	269.18	346.36	324.75	318.23	403.64	265.25	378.19	513.38	429.97
ENSMUSG00000006335.16	Tfpt	chr7	3620324	3629929	.	-	.	protein_coding	ENSMUST00000108641.9,ENSMUST00000155592.7	28	44	35	44	57	49	2.39	3.46	2.38	5.09	5.87	5.21	4.94	6.9	5.41	7.15	8.7	6.9
ENSMUSG00000006342.15	Susd2	chr10	75636706	75644008	.	-	.	protein_coding	ENSMUST00000077610.5,ENSMUST00000095541.10	118	159	88	44	75	79	3.37	3.95	1.93	1.61	2.51	2.61	6.96	7.87	4.39	2.26	3.72	3.45
ENSMUSG00000006344.17	Ggt5	chr10	75589340	75617200	.	+	.	protein_coding	ENSMUST00000072217.8,ENSMUST00000189972.1	56	83	55	38	70	51	1	1.6	0.85	0.97	1.57	1.15	2.06	3.18	1.92	1.36	2.33	1.52
ENSMUSG00000006345.10	Ggt1	chr10	75561604	75586200	.	+	.	protein_coding	ENSMUST00000006508.9,ENSMUST00000134503.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006356.10	Crip2	chr12	113140236	113145506	.	+	.	protein_coding	ENSMUST00000084882.8,ENSMUST00000196015.4,ENSMUST00000200380.4	446	731	363	337	523	488	31.35	50.7	19.94	30.98	46.79	46.86	64.8	101.04	45.3	43.53	69.36	62.04
ENSMUSG00000006360.11	Crip1	chr12	113146316	113153879	.	+	.	protein_coding	ENSMUST00000006523.11,ENSMUST00000199089.4,ENSMUST00000200553.1	700	1263	506	612	785	709	228.12	408.24	144.25	266.83	295.6	273.67	471.48	813.55	327.65	374.89	438.15	362.34
ENSMUSG00000006362.16	Cbfa2t3	chr8	122625141	122699109	.	-	.	protein_coding	ENSMUST00000006525.13,ENSMUST00000064674.12,ENSMUST00000127984.8	311	185	357	144	218	155	5.09	2.42	5.69	4.16	4.94	3.49	10.53	4.82	12.93	5.85	7.32	4.62
ENSMUSG00000006369.14	Fbln1	chr15	85205949	85286535	.	+	.	protein_coding	ENSMUST00000057410.13,ENSMUST00000109432.3	416	4489	814	338	651	111	12.29	128.81	19.35	14.19	23.63	4.45	25.4	256.69	43.95	19.94	35.02	5.89
ENSMUSG00000006373.10	Pgrmc1	chrX	36598206	36606079	.	+	.	protein_coding	ENSMUST00000073339.6	224	424	192	124	137	141	10.2	18.87	7.55	8.03	7.79	8.07	21.08	37.61	17.16	11.29	11.55	10.68
ENSMUSG00000006378.15	Gcat	chr15	79030874	79038353	.	+	.	protein_coding	ENSMUST00000006544.8	19.31	30	30.78	24	27.43	44	0.67	1.02	0.92	1.19	1.19	1.92	1.38	2.03	2.09	1.67	1.77	2.54
ENSMUSG00000006386.15	Tek	chr4	94739289	94874976	.	+	.	protein_coding	ENSMUST00000071168.5,ENSMUST00000073939.12,ENSMUST00000102798.7	425	328	244	123	222	185	7.63	5.42	3.6	3	4.9	4.17	15.76	10.81	8.19	4.22	7.27	5.52
ENSMUSG00000006389.13	Mpl	chr4	118442415	118457513	.	-	.	protein_coding	ENSMUST00000006556.10,ENSMUST00000102671.9,ENSMUST00000106375.1	5	0	0	0	0	0	0.25	0	0	0	0	0	0.52	0	0	0	0	0
ENSMUSG00000006390.15	Elovl1	chr4	118428093	118432953	.	+	.	protein_coding	ENSMUST00000006557.12,ENSMUST00000067896.3,ENSMUST00000102673.10,ENSMUST00000167636.7	115	185	40	75	86	71	7.95	12.72	2.41	6.61	7.43	6.06	16.44	25.35	5.47	9.28	11.01	8.02
ENSMUSG00000006392.16	Med8	chr4	118409337	118415782	.	+	.	protein_coding	ENSMUST00000019229.14,ENSMUST00000073881.7,ENSMUST00000084319.10,ENSMUST00000106384.9	88	108	81	131	165	144	6.58	8.21	5.52	14.34	16.35	14.12	13.61	16.37	12.55	20.15	24.23	18.7
ENSMUSG00000006395.16	Hyi	chr4	118359990	118362744	.	+	.	polymorphic_pseudogene	ENSMUST00000006562.5,ENSMUST00000194248.1	18	59	0	5	18	16	1.94	6.01	0	0.76	2.38	2.14	4.01	11.97	0	1.06	3.53	2.83
ENSMUSG00000006398.15	Cdc20	chr4	118432901	118437352	.	-	.	protein_coding	ENSMUST00000006565.12	11	45	18	5	13	9	0.52	2.08	0.74	0.34	0.77	0.54	1.08	4.15	1.67	0.47	1.14	0.71
ENSMUSG00000006403.13	Adamts4	chr1	171250421	171260637	.	+	.	protein_coding	ENSMUST00000111314.1,ENSMUST00000111315.8,ENSMUST00000219033.1	20	6	8	139	96	80	0.36	0.1	0.12	3.58	2.16	1.81	0.74	0.21	0.28	5.03	3.21	2.4
ENSMUSG00000006411.12	Nectin4	chr1	171370099	171388598	.	+	.	protein_coding	ENSMUST00000006578.9,ENSMUST00000094325.4,ENSMUST00000111286.8	1	0	7	4	2	3	0.03	0	0.15	0.14	0.05	0.09	0.05	0	0.34	0.2	0.08	0.13
ENSMUSG00000006412.10	Pfdn2	chr1	171345670	171359254	.	+	.	protein_coding	ENSMUST00000135941.7	77	22	81	100	154	139	3.79	1.06	3.44	6.99	9.45	8.58	7.83	2.11	7.82	9.82	14.01	11.36
ENSMUSG00000006418.17	Rnf114	chr2	167492645	167516173	.	+	.	protein_coding	ENSMUST00000078050.6,ENSMUST00000109214.7	131	124	113	187	207	178	4.28	3.96	3.08	8.72	8.44	7.33	8.85	7.89	6.99	12.25	12.51	9.7
ENSMUSG00000006423.15	C330007P06Rik	chrX	36823737	36874111	.	-	.	protein_coding	ENSMUST00000047486.5,ENSMUST00000115248.9,ENSMUST00000115249.9	115.98	178.97	49	66.36	95.75	91.6	2.77	5.02	1.01	2.48	2.88	2.77	5.73	10.01	2.3	3.48	4.26	3.66
ENSMUSG00000006435.15	Neurl1a	chr19	47178820	47259440	.	+	.	protein_coding	ENSMUST00000111807.3,ENSMUST00000111808.9	342	28	533	684	844	766	7.37	0.54	9.85	21.1	22.89	20.87	15.24	1.09	22.37	29.65	33.93	27.63
ENSMUSG00000006442.10	Srm	chr4	148591503	148594993	.	+	.	protein_coding	ENSMUST00000006611.8	71	159	113	196	206	174	4.73	10.37	6.51	18.49	17.04	14.49	9.77	20.66	14.79	25.98	25.25	19.19
ENSMUSG00000006445.3	Epha2	chr4	141301240	141329384	.	+	.	protein_coding	ENSMUST00000006614.2	129	101	74	108	127	126	2.61	1.99	1.29	3.12	3.23	3.22	5.38	3.97	2.93	4.39	4.78	4.26
ENSMUSG00000006456.10	Rbm14	chr19	4800569	4811634	.	-	.	protein_coding	ENSMUST00000006625.7,ENSMUST00000113793.3,ENSMUST00000180008.1	178.2	363.64	201.04	225.11	207.5	209.09	8.75	8.63	8.85	7.63	7.86	12.85	18.08	17.2	20.11	10.71	11.65	17.01
ENSMUSG00000006457.3	Actn3	chr19	4861223	4877909	.	-	.	protein_coding	ENSMUST00000006626.3	5396.73	35	4588	9329	7249	13462.36	151.27	0.96	111.1	373.61	255.15	476.18	312.65	1.91	252.35	524.92	378.19	630.46
ENSMUSG00000006462.6	A530013C23Rik	chr2	167691177	167729172	.	+	.	lincRNA	ENSMUST00000130679.1,ENSMUST00000141923.1	22	39	12	13	10	12	0.67	1.22	0.33	0.59	0.4	0.48	1.38	2.42	0.75	0.83	0.59	0.64
ENSMUSG00000006463.13	Zdhhc24	chr19	4878668	4885397	.	+	.	protein_coding	ENSMUST00000006632.7	15	59	38	17	12	17	0.48	1.84	1.05	0.77	0.48	0.68	0.99	3.66	2.38	1.09	0.71	0.9
ENSMUSG00000006464.8	Bbs1	chr19	4886898	4906627	.	-	.	protein_coding	ENSMUST00000053506.6	53	102	35	33	46	41	0.74	1.39	0.42	0.66	0.81	0.72	1.52	2.76	0.96	0.92	1.2	0.96
ENSMUSG00000006469.13	Slc34a3	chr2	25228898	25234364	.	-	.	protein_coding	ENSMUST00000006638.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006471.18	Ndor1	chr2	25244821	25256022	.	-	.	protein_coding	ENSMUST00000100329.9,ENSMUST00000114349.8	80	178.1	59.78	56.38	77.01	63.58	1.82	3.7	1.42	2.39	2	2	3.76	7.38	3.23	3.36	2.97	2.65
ENSMUSG00000006476.19	Nsmf	chr2	25054355	25062881	.	+	.	protein_coding	ENSMUST00000006646.14,ENSMUST00000074422.13,ENSMUST00000100334.10,ENSMUST00000102931.10,ENSMUST00000114386.7,ENSMUST00000114388.7,ENSMUST00000116574.9,ENSMUST00000140737.7	215	284	153	149	169	175	6.22	7.96	3.65	6.4	6.21	6.09	12.86	15.87	8.3	8.99	9.21	8.07
ENSMUSG00000006488.17	Prl7a1	chr13	27633366	27642493	.	-	.	protein_coding	ENSMUST00000006659.7,ENSMUST00000095924.10,ENSMUST00000224852.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006490.3	Prl8a9	chr13	27557995	27564606	.	-	.	protein_coding	ENSMUST00000006662.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006494.11	Pdk1	chr2	71873224	71903858	.	+	.	protein_coding	ENSMUST00000006669.5	387	191	472	440	498	580	5.81	2.8	6.12	9.47	9.43	11.03	12.02	5.58	13.91	13.31	13.98	14.6
ENSMUSG00000006498.16	Ptbp1	chr10	79854427	79864771	.	+	.	protein_coding	ENSMUST00000095457.10,ENSMUST00000165704.7,ENSMUST00000172282.7	430	865.84	401	570	647.48	567	11.66	21.92	9.16	21.45	21.28	18.85	24.1	43.69	20.81	30.13	31.55	24.96
ENSMUSG00000006517.5	Mvd	chr8	122433601	122443422	.	-	.	protein_coding	ENSMUST00000006692.5	52	25	62	60	55	77	2.52	1.19	2.6	4.14	3.33	4.69	5.21	2.36	5.91	5.82	4.94	6.21
ENSMUSG00000006519.11	Cyba	chr8	122424776	122432930	.	-	.	protein_coding	ENSMUST00000017604.9,ENSMUST00000212600.1	60	148	123	111	105	72	8.51	20.6	16.38	21.91	18.09	13.11	17.58	41.06	37.21	30.79	26.81	17.36
ENSMUSG00000006522.17	Itih3	chr14	30908572	30923760	.	-	.	protein_coding	ENSMUST00000006697.16,ENSMUST00000227995.1	3	0	1	2	1	0	0.08	0	0.03	0.11	0.05	0	0.17	0	0.08	0.16	0.07	0
ENSMUSG00000006526.13	Tmem110	chr14	30825590	30877210	.	+	.	protein_coding	ENSMUST00000006701.7	118	286	182	64	98	92	2.5	5.91	3.33	1.94	2.61	2.46	5.16	11.79	7.56	2.72	3.87	3.26
ENSMUSG00000006527.16	Sfmbt1	chr14	30714849	30822721	.	+	.	protein_coding	ENSMUST00000054230.11,ENSMUST00000112184.9,ENSMUST00000227303.1,ENSMUST00000228006.1	148	129	132	123	107	145	2.23	2.17	1.99	2.67	2.44	3.33	4.6	4.33	4.52	3.75	3.61	4.41
ENSMUSG00000006529.16	Itih1	chr14	30929180	30943289	.	-	.	protein_coding	ENSMUST00000006704.16,ENSMUST00000163118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006538.12	Ihh	chr1	74945315	74951672	.	-	.	protein_coding	ENSMUST00000164097.3	0	21	0	0	0	0	0	0.68	0	0	0	0	0	1.36	0	0	0	0
ENSMUSG00000006542.13	Prkag3	chr1	74738922	74749221	.	-	.	protein_coding	ENSMUST00000081636.12,ENSMUST00000113672.8,ENSMUST00000188073.6	61	1	77	32	47	73	1.79	0.04	1.9	1.3	1.78	2.63	3.71	0.08	4.31	1.83	2.63	3.48
ENSMUSG00000006546.3	Cryba2	chr1	74889934	74893143	.	-	.	protein_coding	ENSMUST00000006721.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006567.11	Atp7b	chr8	21992785	22060305	.	-	.	protein_coding	ENSMUST00000006742.10,ENSMUST00000110738.2	2	0	0	0	0	0	0.04	0	0	0	0	0	0.08	0	0	0	0	0
ENSMUSG00000006570.3	Defb2	chr8	21839926	21843482	.	+	.	protein_coding	ENSMUST00000006745.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006574.15	Slc4a1	chr11	102348824	102366203	.	-	.	protein_coding	ENSMUST00000006749.9	0	0	1	0	0	1	0	0	0.01	0	0	0.02	0	0	0.03	0	0	0.03
ENSMUSG00000006575.14	Rundc3a	chr11	102393403	102402555	.	+	.	protein_coding	ENSMUST00000006750.7,ENSMUST00000107102.7,ENSMUST00000107103.7,ENSMUST00000107105.8	3	0	0	0	0	0	0.12	0	0	0	0	0	0.25	0	0	0	0	0
ENSMUSG00000006576.16	Slc4a3	chr1	75546266	75562172	.	+	.	protein_coding	ENSMUST00000124341.7	189	144	259	155	185	165	2.03	1.51	2.4	2.38	2.5	2.24	4.19	3	5.44	3.35	3.71	2.97
ENSMUSG00000006585.3	Cdt1	chr8	122568015	122573554	.	+	.	protein_coding	ENSMUST00000006760.2	15	29	24	25	62	38	0.57	1.07	0.79	1.35	2.94	1.81	1.17	2.14	1.78	1.9	4.36	2.4
ENSMUSG00000006586.15	Runx1t1	chr4	13743436	13893649	.	+	.	protein_coding	ENSMUST00000006761.9,ENSMUST00000098256.3,ENSMUST00000098257.9,ENSMUST00000105566.8	45	154	36	30	50	35	1.09	3.16	0.45	0.85	1.37	0.71	2.25	6.29	1.01	1.19	2.03	0.93
ENSMUSG00000006587.6	Snai3	chr8	122454208	122460733	.	-	.	protein_coding	ENSMUST00000006762.6	153	0	149	170	225	251	8.1	0	6.82	12.78	14.84	16.66	16.73	0	15.48	17.95	22	22.06
ENSMUSG00000006589.8	Aprt	chr8	122574635	122576909	.	-	.	protein_coding	ENSMUST00000006764.8,ENSMUST00000211823.1,ENSMUST00000212093.1,ENSMUST00000213062.1	83	73	86	155	124	145	10.27	8.46	8.8	26.4	18.04	21.85	21.22	16.87	20	37.09	26.75	28.93
ENSMUSG00000006599.13	Gtf2h1	chr7	46796103	46823800	.	+	.	protein_coding	ENSMUST00000006774.10,ENSMUST00000107644.1	115	169	135	141	133	169	3.41	4.89	3.46	6.11	4.95	6.32	7.04	9.75	7.85	8.59	7.33	8.36
ENSMUSG00000006611.15	Hfe	chr13	23702034	23710854	.	-	.	protein_coding	ENSMUST00000006787.7,ENSMUST00000091706.13,ENSMUST00000091707.12	109	205	77	57	76	88	5.29	10.5	3.2	2.94	6.08	5.66	10.93	20.93	7.26	4.12	9.01	7.49
